user_id,product_id,action,timestamp
U218,P057,add_to_cart,2024-11-08 06:50:49
U491,P179,review,2024-01-20 12:04:09
U286,P064,click,2024-06-26 06:31:57
U069,P119,remove_from_cart,2024-10-20 07:26:25
U457,P114,share,2024-11-18 13:27:56
U465,P141,review,2024-12-14 10:35:08
U082,P191,review,2024-06-23 18:57:15
U133,P193,purchase,2024-11-22 04:05:22
U327,P071,review,2024-08-31 09:43:07
U123,P071,review,2024-01-31 02:11:49
U366,P074,purchase,2024-04-15 12:34:06
U172,P082,click,2024-02-23 17:44:23
U078,P060,share,2024-09-26 12:04:51
U079,P181,purchase,2024-01-25 22:39:22
U213,P105,remove_from_cart,2024-07-29 17:30:08
U239,P107,view,2024-03-21 07:50:10
U427,P108,share,2024-12-17 09:42:21
U395,P150,view,2024-11-28 17:19:16
U451,P196,share,2024-07-04 05:46:24
U004,P091,wishlist,2024-10-19 14:53:49
U200,P108,purchase,2024-07-08 14:37:42
U113,P070,share,2024-07-07 14:30:41
U015,P100,remove_from_cart,2024-09-16 18:21:14
U348,P104,add_to_cart,2024-11-22 10:04:50
U240,P033,view,2024-12-18 05:11:22
U202,P152,view,2024-02-02 14:26:49
U330,P110,add_to_cart,2024-12-02 15:38:24
U237,P047,view,2024-04-11 00:49:57
U195,P084,purchase,2024-06-25 14:06:17
U168,P087,share,2024-04-18 01:32:22
U386,P108,wishlist,2024-11-20 05:56:01
U042,P121,view,2024-10-17 21:24:43
U277,P014,remove_from_cart,2024-03-28 01:54:07
U333,P018,view,2024-10-19 21:57:46
U016,P064,purchase,2024-11-21 22:10:47
U011,P160,add_to_cart,2024-04-02 15:24:00
U065,P122,click,2024-08-07 00:34:38
U486,P056,review,2024-09-28 15:29:09
U132,P197,remove_from_cart,2024-03-06 03:54:29
U311,P156,click,2024-10-29 01:32:44
U420,P042,wishlist,2024-02-11 23:33:12
U297,P007,wishlist,2024-08-11 14:48:52
U347,P097,share,2024-10-04 16:25:12
U102,P020,purchase,2024-02-09 13:47:20
U357,P198,wishlist,2024-11-26 05:18:26
U351,P154,click,2024-11-05 05:22:31
U290,P011,remove_from_cart,2024-07-25 21:32:44
U220,P170,remove_from_cart,2024-01-27 18:43:24
U260,P166,remove_from_cart,2024-01-05 21:55:35
U435,P108,review,2024-02-10 23:41:36
U222,P093,review,2024-10-01 16:35:39
U079,P112,add_to_cart,2024-10-11 23:28:04
U268,P167,wishlist,2024-08-27 04:43:09
U414,P138,review,2024-06-29 12:56:15
U224,P188,wishlist,2024-05-05 04:05:47
U437,P063,click,2024-04-18 07:47:58
U452,P116,purchase,2024-10-18 10:56:45
U238,P146,share,2024-05-10 15:26:37
U015,P127,remove_from_cart,2024-03-11 14:52:13
U250,P055,remove_from_cart,2024-11-05 20:20:11
U133,P088,wishlist,2024-12-07 21:10:36
U306,P180,wishlist,2024-08-03 20:20:52
U006,P133,purchase,2024-02-03 05:58:14
U124,P185,share,2024-07-08 17:52:32
U285,P195,purchase,2024-09-25 04:56:44
U244,P166,review,2024-06-23 01:17:22
U406,P005,click,2024-04-24 06:28:27
U114,P104,purchase,2024-04-28 22:02:49
U340,P149,remove_from_cart,2024-07-02 19:06:26
U284,P136,remove_from_cart,2024-06-14 05:58:58
U382,P141,remove_from_cart,2024-05-16 15:06:42
U360,P117,wishlist,2024-04-29 01:56:00
U129,P060,click,2024-10-07 02:51:26
U099,P081,click,2024-10-15 12:09:12
U275,P196,add_to_cart,2024-03-15 09:17:28
U111,P190,review,2024-04-17 09:09:47
U371,P151,wishlist,2024-02-09 00:58:16
U427,P050,wishlist,2024-03-29 08:17:48
U185,P046,wishlist,2024-01-06 11:52:20
U363,P137,add_to_cart,2024-04-16 12:46:00
U024,P014,wishlist,2024-09-27 20:24:04
U484,P033,review,2024-02-09 20:11:10
U447,P004,wishlist,2024-07-01 07:05:47
U246,P113,remove_from_cart,2024-03-12 14:23:38
U495,P014,wishlist,2024-11-30 15:50:24
U245,P030,click,2024-06-04 14:51:50
U252,P019,view,2024-02-28 22:11:53
U077,P145,wishlist,2024-02-03 01:56:36
U128,P031,share,2024-08-23 11:17:24
U306,P159,purchase,2024-10-28 05:59:16
U268,P098,review,2024-12-18 19:52:28
U227,P077,share,2024-04-28 14:21:00
U292,P159,view,2024-08-24 18:10:18
U492,P190,click,2024-10-23 05:13:30
U107,P161,purchase,2024-04-12 18:40:50
U339,P021,add_to_cart,2024-04-03 03:42:19
U089,P142,click,2024-03-01 18:59:23
U002,P105,review,2024-09-24 17:24:16
U305,P121,wishlist,2024-01-13 16:13:31
U119,P074,wishlist,2024-09-30 00:19:08
U441,P117,click,2024-09-23 22:53:30
U120,P068,purchase,2024-06-14 02:34:56
U059,P140,purchase,2024-09-08 12:23:35
U077,P069,add_to_cart,2024-01-28 17:35:16
U031,P043,wishlist,2024-08-19 02:12:44
U384,P146,wishlist,2024-06-19 13:12:24
U064,P120,wishlist,2024-09-28 17:59:26
U207,P070,review,2024-06-19 00:12:30
U042,P154,view,2024-12-11 10:01:19
U222,P189,remove_from_cart,2024-08-22 11:01:08
U129,P007,click,2024-03-29 21:43:48
U493,P173,view,2024-10-24 00:05:00
U345,P069,view,2024-10-23 08:41:29
U388,P045,review,2024-07-20 13:05:36
U334,P114,wishlist,2024-03-11 11:36:05
U300,P112,review,2024-02-05 10:26:27
U241,P090,share,2024-05-09 10:39:33
U165,P172,click,2024-11-29 02:39:06
U083,P085,share,2024-09-26 09:30:26
U254,P074,share,2024-11-11 22:59:06
U390,P141,view,2024-06-25 15:17:05
U046,P081,wishlist,2024-05-05 13:07:48
U060,P198,share,2024-12-01 21:33:03
U264,P001,review,2024-06-09 11:44:47
U028,P049,remove_from_cart,2024-08-29 19:22:05
U388,P128,review,2024-10-22 03:37:30
U027,P053,wishlist,2024-08-01 07:05:53
U068,P074,review,2024-12-08 02:05:07
U358,P125,click,2024-01-12 05:04:57
U499,P162,purchase,2024-10-02 15:39:19
U082,P080,view,2024-08-02 11:21:22
U209,P024,purchase,2024-11-22 18:28:09
U468,P030,review,2024-02-15 14:51:49
U332,P040,review,2024-12-28 04:57:23
U367,P075,wishlist,2024-06-10 08:39:02
U428,P124,review,2024-04-04 15:44:12
U234,P142,add_to_cart,2024-05-28 23:16:50
U098,P154,add_to_cart,2024-12-01 13:18:53
U036,P071,share,2024-05-11 23:52:00
U479,P130,wishlist,2024-11-14 16:04:31
U002,P073,wishlist,2024-11-21 05:50:28
U301,P149,review,2024-12-02 00:48:47
U077,P115,review,2024-05-14 00:47:17
U171,P142,share,2024-06-25 20:07:09
U478,P083,purchase,2024-09-27 21:09:23
U123,P147,share,2024-03-31 16:57:35
U439,P199,share,2024-01-17 22:49:20
U163,P191,review,2024-09-30 21:12:00
U468,P098,share,2024-09-14 18:01:41
U406,P167,add_to_cart,2024-07-11 08:47:51
U494,P010,add_to_cart,2024-07-14 01:41:34
U495,P152,remove_from_cart,2024-12-03 18:11:40
U052,P113,click,2024-07-23 06:13:09
U467,P117,view,2024-10-07 13:39:52
U074,P105,add_to_cart,2024-01-30 01:26:59
U241,P068,remove_from_cart,2024-08-30 01:11:55
U355,P102,click,2024-11-26 19:01:40
U169,P173,share,2024-05-02 23:29:45
U321,P184,review,2024-12-04 19:11:56
U278,P010,click,2024-04-01 04:13:02
U324,P176,wishlist,2024-03-29 08:19:32
U383,P024,share,2024-02-08 05:33:23
U390,P163,click,2024-06-21 07:23:01
U086,P178,wishlist,2024-12-16 20:31:21
U015,P012,remove_from_cart,2024-11-05 04:35:41
U029,P076,remove_from_cart,2024-05-25 13:46:19
U221,P038,purchase,2024-07-25 06:49:44
U211,P145,add_to_cart,2024-03-07 00:21:44
U090,P021,share,2024-08-28 16:07:09
U350,P062,review,2024-12-20 12:10:59
U299,P037,purchase,2024-06-28 02:13:43
U327,P066,review,2024-04-09 03:49:02
U342,P003,review,2024-12-15 23:52:50
U148,P174,add_to_cart,2024-01-29 16:26:34
U227,P089,wishlist,2024-09-05 03:20:25
U493,P109,wishlist,2024-06-26 10:01:06
U433,P078,purchase,2024-05-29 09:36:03
U437,P124,click,2024-04-02 02:55:02
U196,P147,remove_from_cart,2024-08-11 05:38:07
U152,P180,wishlist,2024-01-09 12:29:30
U425,P169,share,2024-04-16 14:20:33
U005,P145,view,2024-12-19 15:33:54
U311,P191,review,2024-11-19 10:37:16
U463,P074,purchase,2024-08-23 18:15:21
U411,P091,purchase,2024-09-04 05:42:31
U098,P159,wishlist,2024-09-20 05:13:21
U387,P185,add_to_cart,2024-08-31 23:41:48
U050,P161,view,2024-04-29 23:27:47
U404,P113,view,2024-08-13 02:01:09
U187,P188,add_to_cart,2024-02-05 00:06:14
U466,P076,remove_from_cart,2024-10-17 07:01:35
U213,P045,purchase,2024-02-21 07:49:06
U403,P139,remove_from_cart,2024-07-25 03:54:09
U257,P070,add_to_cart,2024-04-09 19:08:05
U468,P124,wishlist,2024-10-16 22:26:14
U446,P087,click,2024-06-30 21:09:53
U494,P020,add_to_cart,2024-10-19 21:12:04
U495,P058,share,2024-11-24 10:54:35
U412,P143,remove_from_cart,2024-02-05 01:41:01
U405,P102,view,2024-04-12 16:55:57
U275,P032,review,2024-05-23 03:28:02
U345,P192,wishlist,2024-08-15 00:29:41
U196,P164,remove_from_cart,2024-02-12 01:51:31
U346,P060,review,2024-01-10 17:14:47
U318,P144,remove_from_cart,2024-12-21 10:48:12
U313,P057,click,2024-09-03 18:23:37
U422,P119,wishlist,2024-09-09 03:21:00
U210,P030,add_to_cart,2024-01-18 14:39:46
U485,P010,wishlist,2024-07-10 07:35:39
U060,P025,purchase,2024-12-10 13:51:22
U276,P035,share,2024-06-25 04:15:58
U190,P172,share,2024-08-16 02:24:31
U381,P187,add_to_cart,2024-12-09 20:39:16
U213,P168,click,2024-11-19 18:34:57
U251,P158,share,2024-12-30 16:36:32
U488,P072,view,2024-09-25 01:52:55
U190,P056,review,2024-06-21 16:51:56
U487,P061,remove_from_cart,2024-02-08 14:03:07
U352,P095,remove_from_cart,2024-01-24 12:22:03
U204,P071,purchase,2024-02-17 10:36:39
U486,P117,click,2024-09-14 09:27:08
U109,P165,view,2024-01-20 15:25:33
U403,P086,purchase,2024-02-18 21:41:44
U403,P145,purchase,2024-01-27 15:29:34
U425,P196,purchase,2024-08-15 17:29:11
U111,P060,remove_from_cart,2024-10-27 17:38:17
U076,P153,view,2024-04-17 16:23:19
U440,P038,add_to_cart,2024-07-28 19:10:22
U129,P045,click,2024-09-13 17:30:13
U444,P007,add_to_cart,2024-01-06 18:30:29
U184,P061,remove_from_cart,2024-01-07 03:05:25
U090,P068,view,2024-02-19 05:28:30
U380,P108,click,2024-10-16 14:06:14
U033,P122,review,2024-10-29 03:38:39
U186,P132,click,2024-06-24 12:59:45
U258,P057,view,2024-10-09 10:23:45
U402,P169,wishlist,2024-06-26 21:15:56
U330,P008,view,2024-07-05 00:26:05
U434,P103,share,2024-09-23 10:53:31
U056,P126,review,2024-01-29 12:58:59
U461,P021,remove_from_cart,2024-08-24 05:44:34
U076,P017,add_to_cart,2024-04-16 19:20:05
U320,P163,remove_from_cart,2024-05-27 22:17:10
U306,P136,wishlist,2024-06-25 04:56:03
U259,P155,share,2024-02-08 12:24:36
U407,P180,click,2024-11-27 04:36:15
U336,P167,purchase,2024-06-16 00:32:32
U232,P059,share,2024-05-11 15:04:17
U424,P117,share,2024-06-10 13:18:16
U374,P025,remove_from_cart,2024-06-14 17:43:43
U161,P171,wishlist,2024-05-25 08:44:18
U489,P040,review,2024-01-27 01:43:40
U047,P022,click,2024-06-16 17:22:51
U050,P191,remove_from_cart,2024-11-11 06:14:17
U067,P143,view,2024-08-15 18:15:02
U490,P144,remove_from_cart,2024-09-17 04:58:34
U063,P106,remove_from_cart,2024-12-05 06:36:39
U341,P193,share,2024-12-03 03:12:18
U469,P185,view,2024-04-21 16:54:01
U308,P080,remove_from_cart,2024-02-10 05:37:38
U296,P130,purchase,2024-03-01 02:11:23
U337,P124,purchase,2024-11-25 01:10:26
U056,P090,remove_from_cart,2024-02-14 14:48:31
U391,P072,purchase,2024-11-09 11:50:54
U220,P144,view,2024-08-24 12:14:38
U476,P169,wishlist,2024-01-12 05:51:47
U093,P070,wishlist,2024-12-23 21:21:08
U174,P090,view,2024-03-11 10:49:20
U446,P037,share,2024-01-28 00:34:59
U073,P190,view,2024-02-05 15:14:36
U383,P136,purchase,2024-05-26 02:23:09
U215,P117,remove_from_cart,2024-03-02 03:09:38
U190,P080,remove_from_cart,2024-10-28 16:37:57
U483,P146,click,2024-12-09 01:20:45
U027,P040,add_to_cart,2024-10-19 23:51:07
U317,P013,click,2024-04-15 16:10:56
U227,P170,share,2024-07-07 14:41:42
U311,P114,share,2024-04-16 02:05:58
U111,P194,click,2024-05-14 01:14:39
U221,P029,wishlist,2024-09-20 09:26:56
U348,P152,review,2024-07-23 15:22:54
U342,P079,view,2024-03-26 15:22:50
U203,P154,view,2024-01-03 23:38:55
U105,P078,purchase,2024-10-25 00:12:57
U071,P196,wishlist,2024-04-22 09:50:34
U168,P031,view,2024-07-12 03:58:02
U383,P111,add_to_cart,2024-02-20 04:05:52
U195,P137,purchase,2024-07-13 06:46:58
U287,P172,remove_from_cart,2024-01-28 23:47:32
U204,P190,view,2024-06-18 09:51:40
U010,P118,click,2024-11-30 19:26:51
U161,P148,share,2024-08-10 16:28:20
U208,P182,share,2024-04-22 10:28:38
U059,P104,view,2024-05-06 03:03:31
U088,P159,review,2024-11-19 03:02:36
U354,P093,click,2024-06-18 14:26:55
U433,P028,purchase,2024-06-18 04:47:58
U302,P103,click,2024-06-02 16:48:46
U446,P080,remove_from_cart,2024-03-27 01:12:04
U171,P200,add_to_cart,2024-01-30 15:54:26
U262,P163,click,2024-07-25 01:35:43
U262,P050,remove_from_cart,2024-05-16 08:29:12
U373,P166,add_to_cart,2024-04-01 18:11:07
U053,P038,wishlist,2024-03-17 14:42:23
U089,P155,add_to_cart,2024-10-22 05:43:12
U389,P168,click,2024-03-09 19:07:17
U488,P198,review,2024-06-29 04:21:21
U387,P145,review,2024-09-21 12:37:26
U474,P145,remove_from_cart,2024-12-01 15:21:52
U498,P161,remove_from_cart,2024-02-28 15:01:29
U226,P018,review,2024-06-20 17:40:40
U324,P078,wishlist,2024-08-17 16:25:54
U029,P091,click,2024-04-30 13:12:39
U237,P116,view,2024-01-23 02:15:13
U189,P074,click,2024-09-07 08:43:37
U443,P024,share,2024-06-28 16:47:06
U298,P142,view,2024-06-23 15:49:18
U466,P147,purchase,2024-05-04 20:50:47
U310,P122,add_to_cart,2024-01-25 00:42:16
U231,P027,remove_from_cart,2024-10-04 09:54:12
U044,P130,add_to_cart,2024-01-16 04:49:51
U127,P182,review,2024-06-19 15:42:28
U269,P134,add_to_cart,2024-05-21 07:46:29
U191,P073,share,2024-06-07 18:00:24
U397,P087,view,2024-11-02 12:07:41
U324,P166,remove_from_cart,2024-01-26 14:20:34
U169,P025,share,2024-04-20 08:26:30
U130,P186,add_to_cart,2024-05-09 11:09:33
U042,P150,add_to_cart,2024-12-22 00:41:46
U180,P080,share,2024-02-20 01:54:59
U305,P182,click,2024-04-30 05:30:44
U287,P097,remove_from_cart,2024-11-11 19:25:53
U066,P172,click,2024-09-07 21:23:15
U344,P109,remove_from_cart,2024-01-08 01:55:15
U186,P080,add_to_cart,2024-03-24 04:25:13
U175,P197,review,2024-03-15 13:37:06
U116,P036,add_to_cart,2024-01-30 23:13:50
U152,P026,view,2024-09-14 01:37:39
U173,P197,add_to_cart,2024-08-19 22:44:25
U193,P040,add_to_cart,2024-03-11 05:36:23
U426,P178,add_to_cart,2024-10-07 01:54:45
U225,P012,share,2024-05-21 11:30:59
U347,P185,purchase,2024-06-21 12:13:55
U313,P073,review,2024-03-31 21:03:55
U274,P062,wishlist,2024-11-10 00:55:14
U402,P121,purchase,2024-05-22 20:31:34
U348,P147,review,2024-06-28 07:10:09
U394,P073,share,2024-07-14 07:25:48
U271,P108,add_to_cart,2024-11-13 05:58:41
U103,P155,add_to_cart,2024-12-05 00:58:03
U129,P014,review,2024-12-05 11:21:37
U191,P142,click,2024-10-03 06:44:15
U434,P133,click,2024-04-20 16:58:47
U043,P196,add_to_cart,2024-04-15 22:35:57
U231,P132,add_to_cart,2024-11-18 17:55:00
U224,P024,purchase,2024-11-13 04:13:33
U231,P090,view,2024-06-10 03:07:10
U028,P102,remove_from_cart,2024-04-01 13:36:39
U198,P021,remove_from_cart,2024-03-28 04:51:10
U015,P082,click,2024-11-21 21:41:23
U366,P167,remove_from_cart,2024-11-03 08:12:07
U075,P036,view,2024-04-21 09:54:35
U470,P121,add_to_cart,2024-10-21 16:54:43
U362,P121,review,2024-08-26 23:27:41
U003,P021,view,2024-04-09 09:23:02
U111,P039,share,2024-02-13 04:20:11
U398,P074,purchase,2024-04-26 22:55:57
U063,P013,purchase,2024-06-12 01:03:27
U328,P160,review,2024-01-25 09:24:18
U057,P128,view,2024-09-02 10:14:49
U264,P148,purchase,2024-10-06 01:19:06
U074,P075,share,2024-01-01 14:34:50
U315,P091,purchase,2024-08-09 14:58:16
U214,P048,click,2024-07-22 07:13:46
U500,P093,click,2024-07-23 07:13:45
U279,P130,view,2024-05-31 15:17:33
U448,P121,view,2024-09-03 20:52:52
U199,P096,wishlist,2024-10-17 05:29:43
U009,P092,click,2024-05-13 21:47:31
U124,P188,click,2024-10-26 14:54:50
U298,P189,remove_from_cart,2024-02-21 19:28:03
U023,P091,remove_from_cart,2024-11-11 22:27:07
U330,P045,review,2024-09-27 01:29:51
U246,P162,add_to_cart,2024-11-11 03:42:23
U070,P017,review,2024-01-15 08:42:50
U151,P052,view,2024-11-03 05:40:20
U103,P011,remove_from_cart,2024-12-28 11:38:53
U159,P132,share,2024-11-12 16:08:07
U279,P122,wishlist,2024-01-15 05:19:49
U386,P166,purchase,2024-04-21 02:44:48
U183,P200,view,2024-12-02 05:49:29
U336,P085,wishlist,2024-02-18 08:11:28
U410,P095,share,2024-12-11 10:36:54
U205,P191,review,2024-12-13 10:37:32
U490,P099,remove_from_cart,2024-03-13 13:15:45
U255,P178,review,2024-05-22 15:55:17
U474,P133,wishlist,2024-11-07 03:14:29
U043,P187,share,2024-01-31 15:39:10
U221,P155,add_to_cart,2024-07-30 20:11:23
U151,P083,click,2024-02-01 02:17:46
U168,P170,wishlist,2024-04-29 00:44:54
U229,P155,share,2024-03-05 17:14:30
U354,P114,remove_from_cart,2024-06-22 15:33:01
U022,P187,remove_from_cart,2024-08-26 18:49:52
U223,P071,view,2024-01-30 03:26:03
U344,P164,share,2024-05-21 02:18:18
U263,P192,add_to_cart,2024-01-13 02:15:05
U074,P156,review,2024-01-14 12:20:59
U065,P018,purchase,2024-10-29 08:17:21
U331,P094,remove_from_cart,2024-05-28 16:27:41
U487,P146,view,2024-08-22 23:53:33
U079,P174,review,2024-05-24 01:38:23
U191,P114,click,2024-08-10 21:20:19
U071,P136,remove_from_cart,2024-06-03 13:56:46
U161,P167,wishlist,2024-04-06 22:32:57
U492,P030,view,2024-10-12 16:59:12
U096,P128,share,2024-12-20 18:49:59
U288,P031,wishlist,2024-10-27 23:11:33
U134,P181,review,2024-03-24 07:56:28
U314,P074,review,2024-03-18 17:47:50
U063,P035,click,2024-06-24 13:20:35
U089,P183,review,2024-02-04 02:16:08
U415,P175,remove_from_cart,2024-09-16 08:43:04
U178,P182,click,2024-08-01 14:20:41
U278,P075,wishlist,2024-11-26 15:16:10
U081,P183,add_to_cart,2024-11-04 05:47:11
U186,P131,purchase,2024-02-17 03:10:48
U103,P036,purchase,2024-11-02 22:48:39
U253,P007,remove_from_cart,2024-08-03 03:51:14
U294,P095,review,2024-11-08 02:40:12
U283,P034,click,2024-01-26 12:49:00
U159,P102,review,2024-07-23 03:50:19
U211,P197,share,2024-11-15 18:04:45
U295,P019,add_to_cart,2024-05-03 02:54:43
U329,P019,review,2024-06-29 21:52:48
U349,P133,remove_from_cart,2024-02-19 20:09:54
U450,P200,add_to_cart,2024-10-25 04:14:36
U495,P034,share,2024-07-14 07:01:48
U467,P015,click,2024-07-20 05:03:42
U079,P078,add_to_cart,2024-03-03 21:38:29
U166,P182,purchase,2024-05-14 09:10:07
U486,P133,wishlist,2024-11-24 12:40:25
U041,P065,purchase,2024-09-03 15:09:39
U490,P142,wishlist,2024-02-18 14:40:18
U321,P078,click,2024-07-14 04:19:16
U329,P044,add_to_cart,2024-03-07 11:42:19
U338,P160,remove_from_cart,2024-11-23 04:56:55
U474,P145,view,2024-11-16 11:45:34
